book_id,title,authors,language_code,primary_genre,average_rating,ratings_count,item_idx
714,King Lear,William Shakespeare,eng,ENG,3.89,135448,713
715,Death of a Salesman,Arthur Miller,eng,ENG,3.49,132061,714
716,The Choice,Nicholas Sparks,en-US,EN-US,3.99,93479,715
717,The Hunger Games: Official Illustrated Movie Companion,Kate Egan,en-US,EN-US,4.51,119915,716
718,The Sound and the Fury,William Faulkner,eng,ENG,3.86,124665,717
719,A New Earth: Awakening to Your Life's Purpose,Eckhart Tolle,eng,ENG,4.02,106211,718
720,"Bleach, Volume 01",Tite Kubo,eng,ENG,4.21,120004,719
721,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Allie Brosh,eng,ENG,4.17,118910,720
722,"The Shadow Rising (Wheel of Time, #4)",Robert Jordan,en-US,EN-US,4.21,122524,721
723,Shantaram,Gregory David Roberts,eng,ENG,4.26,95213,722
724,"From Dead to Worse (Sookie Stackhouse, #8)",Charlaine Harris,eng,ENG,4.01,151095,723
725,"The Waste Lands (The Dark Tower, #3)","Stephen King, Ned Dameron",eng,ENG,4.24,117483,724
726,"The Bone Collector (Lincoln Rhyme, #1)",Jeffery Deaver,en-US,EN-US,4.18,120541,725
727,The Reader,"Bernhard Schlink, Carol Brown Janeway",eng,ENG,3.73,119911,726
728,"Brown Bear, Brown Bear, What Do You See?","Bill Martin Jr., Eric Carle",eng,ENG,4.19,125668,727
729,"Hyperion (Hyperion Cantos, #1)",Dan Simmons,eng,ENG,4.21,122225,728
730,The Pearl,John Steinbeck,eng,ENG,3.41,133264,729
731,The Exorcist,William Peter Blatty,en-US,EN-US,4.14,124467,730
732,"The Short Second Life of Bree Tanner: An Eclipse Novella (Twilight, #3.5)",Stephenie Meyer,eng,ENG,3.51,145874,731
733,Snow Falling on Cedars,David Guterson,eng,ENG,3.8,131945,732
734,Roots: The Saga of an American Family,Alex Haley,en-US,EN-US,4.42,118951,733
735,Batman: The Killing Joke,"Alan Moore, Brian Bolland, Tim Sale",eng,ENG,4.36,113855,734
736,Invisible Man,Ralph Ellison,eng,ENG,3.84,123073,735
737,A Long Way Gone: Memoirs of a Boy Soldier,Ishmael Beah,en-US,EN-US,4.14,116260,736
738,"Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)",Robert C. O'Brien,unknown,UNKNOWN,4.13,135978,737
739,Different Seasons,Stephen King,eng,ENG,4.34,105961,738
740,"The Little House Collection (Little House, #1-9)","Laura Ingalls Wilder, Garth Williams",unknown,UNKNOWN,4.33,124320,739
741,The Girls' Guide to Hunting and Fishing,Melissa Bank,unknown,UNKNOWN,3.29,113977,740
742,"Wool Omnibus (Silo, #1)",Hugh Howey,eng,ENG,4.24,81982,741
743,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,en-US,EN-US,4.26,118576,742
744,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,eng,ENG,4.1,104549,743
745,Let's Pretend This Never Happened: A Mostly True Memoir,Jenny  Lawson,eng,ENG,3.9,118475,744
746,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,eng,ENG,4.3,118751,745
747,"Sabriel (Abhorsen,  #1)",Garth Nix,en-US,EN-US,4.17,137047,746
748,"Dead and Gone (Sookie Stackhouse, #9)",Charlaine Harris,eng,ENG,4.01,145157,747
749,The Storyteller,Jodi Picoult,eng,ENG,4.26,109313,748
750,"Obsidian (Lux, #1)",Jennifer L. Armentrout,eng,ENG,4.23,164832,749
751,"Life, the Universe and Everything (Hitchhiker's Guide, #3)",Douglas Adams,eng,ENG,4.19,131562,750
752,"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,en-CA,EN-CA,4.49,160485,751
753,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",Bryan Lee O'Malley,eng,ENG,4.18,126864,752
754,Half Broke Horses,Jeannette Walls,eng,ENG,4.05,110597,753
755,"Mort (Death, #1; Discworld, #4)",Terry Pratchett,eng,ENG,4.22,128450,754
756,"The Iron King (The Iron Fey, #1)",Julie Kagawa,eng,ENG,3.92,158063,755
757,Lonesome Dove,Larry McMurtry,en-US,EN-US,4.47,111498,756
758,Stiff: The Curious Lives of Human Cadavers,Mary Roach,eng,ENG,4.05,122502,757
759,"Bloodlines (Bloodlines, #1)",Richelle Mead,en-US,EN-US,4.22,140599,758
760,"Ender's Shadow (Ender's Shadow, #1)",Orson Scott Card,eng,ENG,4.3,115521,759
761,Twenties Girl,Sophie Kinsella,eng,ENG,3.82,119105,760
762,Schindler's List,Thomas Keneally,eng,ENG,4.34,108338,761
763,The Bluest Eye,Toni Morrison,eng,ENG,3.99,109944,762
764,"The White Queen (The Plantagenet and Tudor Novels, #2)",Philippa Gregory,eng,ENG,3.9,119739,763
765,The Autobiography of Malcolm X,"Malcolm X, Alex Haley",eng,ENG,4.29,124805,764
766,Preludes & Nocturnes (The Sandman #1),"Neil Gaiman, Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger",eng,ENG,4.3,122540,765
767,Seabiscuit: An American Legend,Laura Hillenbrand,en-US,EN-US,4.2,111497,766
768,Shutter Island,Dennis Lehane,eng,ENG,4.07,113718,767
769,The Complete Sherlock Holmes,Arthur Conan Doyle,eng,ENG,4.5,109754,768
770,Julius Caesar,"William Shakespeare, Roma Gill",eng,ENG,3.65,119933,769
771,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Erik Larson,eng,ENG,3.81,110481,770
772,The Republic,"Plato, Desmond Lee",eng,ENG,3.9,110274,771
773,The Taming of the Shrew,William Shakespeare,en-US,EN-US,3.81,126318,772
774,"Cress (The Lunar Chronicles, #3)",Marissa Meyer,eng,ENG,4.46,162069,773
775,Just Kids,Patti Smith,en-US,EN-US,4.14,106542,774
776,The Art Book,Phaidon Press,eng,ENG,3.79,102746,775
777,Jemima J,Jane Green,en-US,EN-US,3.62,101436,776
778,The Hunchback of Notre-Dame,"Victor Hugo, Walter J. Cobb",eng,ENG,3.97,119851,777
779,A Fine Balance,Rohinton Mistry,eng,ENG,4.34,99252,778
780,Calvin and Hobbes,"Bill Watterson, G.B. Trudeau",en-US,EN-US,4.61,117788,779
781,"Specials (Uglies, #3)",Scott Westerfeld,eng,ENG,3.77,139168,780
782,The Awakening,Kate Chopin,eng,ENG,3.63,125474,781
783,"Hunted (House of Night, #5)","P.C. Cast, Kristin Cast",eng,ENG,3.93,138103,782
784,For One More Day,Mitch Albom,en-US,EN-US,4.09,102193,783
785,"Clear and Present Danger (Jack Ryan Universe, #6)",Tom Clancy,eng,ENG,4.08,105317,784
786,Falling Up,Shel Silverstein,en-US,EN-US,4.33,111779,785
787,Sh*t My Dad Says,Justin Halpern,unknown,UNKNOWN,3.98,102560,786
788,Trainspotting,"Irvine Welsh, Eric Lindor Fall",fre,FRE,4.07,59453,787
789,Foundation and Empire (Foundation #2),Isaac Asimov,eng,ENG,4.2,105595,788
790,The Four Agreements: A Practical Guide to Personal Freedom,Miguel Ruiz,unknown,UNKNOWN,4.12,97016,789
791,House Rules,Jodi Picoult,en-US,EN-US,4.01,111239,790
792,The Complete Grimm's Fairy Tales,"Jacob Grimm, Wilhelm Grimm, Josef Scharl, Padraic Colum, Joseph Campbell, Margaret Raine Hunt, James Stern",eng,ENG,4.31,116324,791
793,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,eng,ENG,4.15,134537,792
794,"Doctor Sleep (The Shining, #2)",Stephen King,eng,ENG,4.1,95276,793
795,About a Boy,Nick Hornby,en-US,EN-US,3.79,101999,794
796,"On Dublin Street (On Dublin Street, #1)",Samantha Young,eng,ENG,4.24,136761,795
797,Crazy Love: Overwhelmed by a Relentless God,"Francis Chan, Danae Yankoski, Chris Tomlin",eng,ENG,4.15,106351,796
798,"One Fish, Two Fish, Red Fish, Blue Fish",Dr. Seuss,unknown,UNKNOWN,4.12,117582,797
799,Watchers,Dean Koontz,unknown,UNKNOWN,4.16,109595,798
800,The Story of My Life,Helen Keller,eng,ENG,4.07,107313,799
801,This is Where I Leave You,Jonathan Tropper,eng,ENG,3.88,98645,800
802,Abraham Lincoln: Vampire Hunter,Seth Grahame-Smith,en-US,EN-US,3.7,106336,801
803,"Fruits Basket, Vol. 1","Natsuki Takaya, Alethea Nibley, Athena Nibley",eng,ENG,4.23,118467,802
804,The Tempest,William Shakespeare,en-US,EN-US,3.8,125178,803
805,"Burned (House of Night, #7)","P.C. Cast, Kristin Cast",eng,ENG,3.98,120763,804
806,"Wizard and Glass (The Dark Tower, #4)","Stephen King, Dave McKean",eng,ENG,4.24,105026,805
807,The Circle,Dave Eggers,eng,ENG,3.46,109412,806
808,The Invention of Hugo Cabret,Brian Selznick,eng,ENG,4.23,132159,807
809,Brave New World / Brave New World Revisited,"Aldous Huxley, Christopher Hitchens",eng,ENG,4.16,108124,808
810,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club, #1)",Bisco Hatori,eng,ENG,4.36,113881,809
811,The Good Girl,Mary Kubica,eng,ENG,3.81,100936,810
812,"Fallen Too Far (Rosemary Beach, #1; Too Far, #1)",Abbi Glines,eng,ENG,4.21,138871,811
813,Landline,Rainbow Rowell,eng,ENG,3.55,113805,812
814,"Tempted (House of Night, #6)","P.C. Cast, Kristin Cast",eng,ENG,3.96,127387,813
815,No Country for Old Men,Cormac McCarthy,eng,ENG,4.12,100513,814
816,"Wolf Hall (Thomas Cromwell, #1)",Hilary Mantel,eng,ENG,3.85,102936,815
817,"Howl's Moving Castle (Howl's Moving Castle, #1)",Diana Wynne Jones,eng,ENG,4.3,123945,816
818,Dreamcatcher,"Stephen King, William Olivier Desmond",fre,FRE,3.59,115855,817
819,Walden,Henry David Thoreau,eng,ENG,3.79,108062,818
820,The Remains of the Day,Kazuo Ishiguro,eng,ENG,4.1,105892,819
821,The Best of Me,Nicholas Sparks,en-US,EN-US,3.91,103915,820
822,The Sense of an Ending,Julian Barnes,eng,ENG,3.7,94968,821
823,"A is for Alibi (Kinsey Millhone, #1)",Sue Grafton,en-US,EN-US,3.82,116026,822
824,"Oedipus Rex  (The Theban Plays, #1)","Sophocles, J.E. Thomas",eng,ENG,3.67,119496,823
825,Shanghai Girls (Shanghai Girls #1),Lisa See,eng,ENG,3.87,106729,824
826,The Wind in the Willows,"Kenneth Grahame, Gillian Avery",eng,ENG,3.98,124612,825
827,"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",Jenny Han,eng,ENG,4.11,136938,826
828,"Persepolis: The Story of a Childhood (Persepolis, #1)","Marjane Satrapi, Mattias Ripa",eng,ENG,4.23,117103,827
829,A Room with a View,E.M. Forster,eng,ENG,3.91,109994,828
830,The DUFF: Designated Ugly Fat Friend,Kody Keplinger,en-US,EN-US,3.86,136736,829
831,Lock and Key,Sarah Dessen,eng,ENG,4.01,120475,830
832,"Naked in Death (In Death, #1)",J.D. Robb,en-US,EN-US,4.13,78028,831
833,The Chamber,John Grisham,eng,ENG,3.76,102715,832
834,"Midnight Sun (Twilight, #1.5)",Stephenie Meyer,eng,ENG,4.03,138118,833
835,"Naruto, Vol. 01: The Tests of the Ninja (Naruto, #1)","Masashi Kishimoto, Katy Bridges",eng,ENG,4.35,104633,834
836,"The Unlikely Pilgrimage of Harold Fry (Harold Fry, #1)",Rachel Joyce,eng,ENG,3.89,94012,835
837,"Every Day (Every Day, #1)",David Levithan,eng,ENG,3.99,121863,836
838,"Xenocide (Ender's Saga, #3)",Orson Scott Card,eng,ENG,3.77,104467,837
839,The Merchant of Venice,"William Shakespeare, Robert          Jackson, Barbara A. Mowat, Paul Werstine",eng,ENG,3.78,115621,838
840,"Shōgun (Asian Saga, #1)",James Clavell,eng,ENG,4.37,104339,839
841,"Lover Awakened (Black Dagger Brotherhood, #3)",J.R. Ward,eng,ENG,4.45,134249,840
842,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,eng,ENG,4.29,167848,841
843,"Fifty Shades Trilogy (Fifty Shades, #1-3)",E.L. James,unknown,UNKNOWN,4.13,76876,842
844,Chicka Chicka Boom Boom,"Bill Martin Jr., John Archambault, Lois Ehlert",eng,ENG,4.21,105192,843
845,Smile,Raina Telgemeier,eng,ENG,4.19,98628,844
846,Animal Farm / 1984,"George Orwell, Christopher Hitchens",eng,ENG,4.26,116197,845
847,"The Deep End of the Ocean (Cappadora Family, #1)",Jacquelyn Mitchard,en-US,EN-US,3.84,102733,846
848,The Bonesetter's Daughter,Amy Tan,en-US,EN-US,3.98,99926,847
849,"Angus, Thongs and Full-Frontal Snogging (Confessions of Georgia Nicolson, #1)",Louise Rennison,eng,ENG,3.74,112733,848
850,"Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)",Robin Sloan,eng,ENG,3.75,110552,849
851,"Flowers in the Attic (Dollanganger, #1)",V.C. Andrews,eng,ENG,3.79,109063,850
852,When Breath Becomes Air,"Paul Kalanithi, Abraham Verghese",eng,ENG,4.32,116771,851
853,Maniac Magee,Jerry Spinelli,eng,ENG,3.86,99831,852
854,Invisible Monsters,Chuck Palahniuk,eng,ENG,4.0,54937,853
855,Twelfth Night,William Shakespeare,eng,ENG,3.97,119607,854
856,"Gathering Blue (The Giver, #2)",Lois Lowry,eng,ENG,3.8,114917,855
857,The Westing Game,Ellen Raskin,eng,ENG,4.03,117108,856
858,"Red Rising (Red Rising, #1)",Pierce Brown,eng,ENG,4.26,104939,857
859,"The Way of Shadows (Night Angel, #1)",Brent Weeks,en-US,EN-US,4.15,109236,858
860,"The Bean Trees (Greer Family, #1)",Barbara Kingsolver,eng,ENG,3.94,105032,859
861,"Walking Disaster (Beautiful, #2)",Jamie McGuire,eng,ENG,4.23,134022,860
862,"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson,eng,ENG,4.77,73572,861
863,Guess How Much I Love You,"Sam McBratney, Anita Jeram",en-US,EN-US,4.36,104690,862
864,"The Fiery Cross (Outlander, #5)",Diana Gabaldon,eng,ENG,4.26,103552,863
865,Night Shift,"Stephen King, John D. MacDonald",en-GB,EN-GB,3.96,104248,864
866,Jaws,Peter Benchley,eng,ENG,3.96,102574,865
867,The History of Love,Nicole Krauss,eng,ENG,3.91,98379,866
868,Pippi Longstocking,"Astrid Lindgren, Lauren Child, Florence Lamborn, Nancy Seligsohn",eng,ENG,4.11,123065,867
869,The Elegance of the Hedgehog,"Muriel Barbery, Alison Anderson",eng,ENG,3.73,101669,868
870,Team of Rivals: The Political Genius of Abraham Lincoln,"Doris Kearns Goodwin, Suzanne Toren",eng,ENG,4.3,102923,869
871,"Dead in the Family (Sookie Stackhouse, #10)",Charlaine Harris,en-US,EN-US,3.88,127379,870
872,The Plague,"Albert Camus, Stuart Gilbert",en-US,EN-US,3.97,95803,871
873,"The Reptile Room (A Series of Unfortunate Events, #2)","Lemony Snicket, Brett Helquist",eng,ENG,3.95,130213,872
874,Brain on Fire: My Month of Madness,Susannah Cahalan,eng,ENG,4.0,92849,873
875,"Wicked Lovely (Wicked Lovely, #1)",Melissa Marr,en-US,EN-US,3.69,131034,874
876,Curious George,H.A. Rey,en-CA,EN-CA,4.13,105473,875
877,The Neverending Story,"Michael Ende, Ralph Manheim, Roswitha Quadflieg",eng,ENG,4.17,109110,876
878,A Beautiful Mind,Sylvia Nasar,en-GB,EN-GB,4.12,98276,877
879,The Jungle,"Upton Sinclair, Earl Lee, Kathleen DeGrave",eng,ENG,3.72,97468,878
880,"The Summoning (Darkest Powers, #1)",Kelley Armstrong,en-US,EN-US,4.03,132285,879
881,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Oliver Sacks,en-US,EN-US,4.04,102419,880
882,Eye of the Needle,Ken Follett,en-US,EN-US,4.16,93475,881
883,The Blind Assassin,Margaret Atwood,eng,ENG,3.95,98464,882
884,"Hollow City (Miss Peregrine’s Peculiar Children, #2)",Ransom Riggs,eng,ENG,4.07,73149,883
885,House of Sand and Fog,Andre Dubus III,eng,ENG,3.83,55381,884
886,The Girl with All the Gifts,M.R. Carey,eng,ENG,3.93,99729,885
887,As I Lay Dying,William Faulkner,eng,ENG,3.72,103547,886
888,Harold and the Purple Crayon,Crockett Johnson,eng,ENG,4.24,107221,887
889,"Lover Eternal (Black Dagger Brotherhood, #2)",J.R. Ward,eng,ENG,4.35,137558,888
890,Second Foundation (Foundation #3),Isaac Asimov,eng,ENG,4.23,96865,889
891,"Fool Moon (The Dresden Files, #2)",Jim Butcher,eng,ENG,4.04,111371,890
892,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Malcolm Gladwell,eng,ENG,3.9,90083,891
893,"Fullmetal Alchemist, Vol. 1 (Fullmetal Alchemist, #1)","Hiromu Arakawa, Akira Watanabe",eng,ENG,4.49,93990,892
894,"Guards! Guards! (Discworld, #8)",Terry Pratchett,eng,ENG,4.32,108652,893
895,The Year of Magical Thinking,Joan Didion,eng,ENG,3.86,94590,894
896,We Need to Talk About Kevin,Lionel Shriver,eng,ENG,4.07,101343,895
897,"Rendezvous with Rama (Rama, #1)",Arthur C. Clarke,eng,ENG,4.06,93151,896
898,"The Queen of the Damned (The Vampire Chronicles, #3)",Anne Rice,eng,ENG,3.86,110693,897
899,The Age of Innocence,"Edith Wharton, Maureen Howard",eng,ENG,3.93,102646,898
900,The Selfish Gene,Richard Dawkins,eng,ENG,4.11,96564,899
901,Year of Wonders,Geraldine Brooks,eng,ENG,4.0,104283,900
902,"The Black Echo (Harry Bosch, #1; Harry Bosch Universe, #1)",Michael Connelly,eng,ENG,4.08,98591,901
903,Anthem,Ayn Rand,eng,ENG,3.62,95620,902
904,"Gabriel's Inferno (Gabriel's Inferno, #1)",Sylvain Reynard,eng,ENG,4.02,119633,903
905,Cloudy With a Chance of Meatballs,"Judi Barrett, Ron Barrett",eng,ENG,4.15,104677,904
906,Major Pettigrew's Last Stand,Helen Simonson,eng,ENG,3.87,97745,905
907,"Vision in White (Bride Quartet, #1)",Nora Roberts,eng,ENG,4.1,103933,906
908,The Tenth Circle,Jodi Picoult,eng,ENG,3.48,99170,907
909,"The Throne of Fire (Kane Chronicles, #2)",Rick Riordan,eng,ENG,4.2,116360,908
910,"Old Man's War (Old Man's War, #1)",John Scalzi,eng,ENG,4.23,97653,909
911,Gerald's Game,Stephen King,eng,ENG,3.47,100158,910
912,"Two for the Dough (Stephanie Plum, #2)",Janet Evanovich,eng,ENG,4.11,116171,911
913,The Joy of Cooking,"Irma S. Rombauer, Marion Rombauer Becker, Ethan Becker",unknown,UNKNOWN,4.14,102348,912
914,"The Forever War (The Forever War, #1)",Joe Haldeman,eng,ENG,4.15,87636,913
915,Insomnia,"Stephen King, Bettina Blanch Tyroller",spa,SPA,3.79,100972,914
916,Reading Lolita in Tehran,Azar Nafisi,eng,ENG,3.57,94696,915
917,"The Blade Itself (The First Law, #1)",Joe Abercrombie,eng,ENG,4.14,97501,916
918,"The Arctic Incident (Artemis Fowl, #2)",Eoin Colfer,eng,ENG,3.94,108031,917
919,The Shipping News,Annie Proulx,eng,ENG,3.83,103151,918
920,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,"Marie Kondō, Cathy Hirano",eng,ENG,3.77,105063,919
921,All the Bright Places,"Jennifer Niven, فرانک معنوی",eng,ENG,4.19,132087,920
922,"Déjà Dead (Temperance Brennan, #1)",Kathy Reichs,eng,ENG,3.86,100369,921
923,"The Alchemyst (The Secrets of the Immortal Nicholas Flamel, #1)",Michael Scott,eng,ENG,3.84,58396,922
924,The Marriage Plot,Jeffrey Eugenides,eng,ENG,3.42,90551,923
925,Daughter of Fortune,"Isabel Allende, Margaret Sayers Peden",eng,ENG,3.89,89770,924
926,Luckiest Girl Alive,Jessica Knoll,eng,ENG,3.48,82504,925
927,"Crank (Crank, #1)",Ellen Hopkins,eng,ENG,4.16,104168,926
928,"The Raven Boys (The Raven Cycle, #1)",Maggie Stiefvater,eng,ENG,4.05,121727,927
929,I Am Legend and Other Stories,Richard Matheson,eng,ENG,3.99,98795,928
930,Olive Kitteridge,Elizabeth Strout,eng,ENG,3.78,85019,929
931,"Not That Kind of Girl: A Young Woman Tells You What She's ""Learned""","Lena Dunham, Joana Avillez",eng,ENG,3.33,88251,930
932,Good to Great: Why Some Companies Make the Leap... and Others Don't,James C. Collins,eng,ENG,4.04,85277,931
933,"Fire (Graceling Realm, #2)",Kristin Cashore,en-US,EN-US,4.12,98180,932
934,Waiting for Godot,Samuel Beckett,eng,ENG,3.81,98950,933
935,White Fang,Jack London,eng,ENG,3.94,100223,934
936,"Wolves of the Calla (The Dark Tower, #5)","Stephen King, Bernie Wrightson",eng,ENG,4.17,98182,935
937,His Dark Materials (His Dark Materials #1-3),Philip Pullman,eng,ENG,4.25,88227,936
938,"The Edge of Never (The Edge of Never, #1)",J.A. Redmerski,en-US,EN-US,4.26,117508,937
939,Reconstructing Amelia,Kimberly McCreight,eng,ENG,3.82,86965,938
940,One Plus One,Jojo Moyes,eng,ENG,3.94,87412,939
941,The Hours,Michael Cunningham,en-US,EN-US,3.91,97462,940
942,"Wallbanger (Cocktail, #1)",Alice Clayton,eng,ENG,4.1,134805,941
943,Holidays on Ice,David Sedaris,eng,ENG,3.95,82591,942
944,Desperation,Stephen King,eng,ENG,3.8,94821,943
945,"Passion (Fallen, #3)",Lauren Kate,eng,ENG,3.89,119735,944
946,"The Kill Order (Maze Runner, #0.5)",James Dashner,eng,ENG,3.69,96568,945
947,"Angelfall (Penryn & the End of Days, #1)",Susan Ee,en-US,EN-US,4.19,73886,946
948,Empire Falls,Richard Russo,eng,ENG,3.91,90811,947
949,"The Fires of Heaven (Wheel of Time, #5)",Robert Jordan,en-US,EN-US,4.13,93227,948
950,I'll Give You the Sun,Jandy Nelson,eng,ENG,4.14,140937,949
951,Survivor,Chuck Palahniuk,en-US,EN-US,3.93,49551,950
952,"Shopaholic & Baby (Shopaholic, #5)",Sophie Kinsella,eng,ENG,3.77,98130,951
953,"The Dark Tower (The Dark Tower, #7)",Stephen King,en-US,EN-US,4.27,93296,952
954,Twilight Director's Notebook : The Story of How We Made the Movie Based on the Novel by Stephenie Meyer,Catherine Hardwicke,en-US,EN-US,4.2,88847,953
955,"Shopaholic Takes Manhattan (Shopaholic, #2)",Sophie Kinsella,en-US,EN-US,3.75,93498,954
956,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Richard Feynman,en-US,EN-US,4.29,91625,955
957,"Linger (The Wolves of Mercy Falls, #2)",Maggie Stiefvater,en-US,EN-US,3.91,125363,956
958,"The Complete Anne of Green Gables Boxed Set (Anne of Green Gables, #1-8)",L.M. Montgomery,unknown,UNKNOWN,4.42,92142,957
959,A Portrait of the Artist as a Young Man,"James Joyce, Seamus Deane",eng,ENG,3.6,92569,958
960,"The Gathering Storm (Wheel of Time, #12)","Robert Jordan, Brandon Sanderson",eng,ENG,4.34,94095,959
961,Middlemarch,"George Eliot, Michel Faber",eng,ENG,3.93,95995,960
962,"Point of Retreat (Slammed, #2)",Colleen Hoover,eng,ENG,4.3,109344,961
963,The Partner,John Grisham,unknown,UNKNOWN,3.89,86870,962
964,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,J.R.R. Tolkien,eng,ENG,4.59,90907,963
965,"Thoughtless (Thoughtless, #1)",S.C. Stephens,eng,ENG,4.12,90483,964
966,Presumed Innocent,Scott Turow,unknown,UNKNOWN,4.1,91774,965
967,The Dark Half,Stephen King,eng,ENG,3.74,94624,966
968,Cleopatra: A Life,Stacy Schiff,eng,ENG,3.62,73994,967
969,The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,en-US,EN-US,3.66,78271,968
970,"Steelheart (The Reckoners, #1)",Brandon Sanderson,eng,ENG,4.16,76261,969
971,The Rainbow Fish,"Marcus Pfister, J. Alison James",en-US,EN-US,4.15,95421,970
972,"Journey to the Center of the Earth (Extraordinary Voyages, #3)",Jules Verne,eng,ENG,3.84,89410,971
973,"The Happiness Project: Or Why I Spent a Year Trying to Sing in the Morning, Clean My Closets, Fight Right, Read Aristotle, and Generally Have More Fun",Gretchen Rubin,eng,ENG,3.57,94456,972
974,The Man in the High Castle,Philip K. Dick,eng,ENG,3.66,84180,973
975,Helter Skelter: The True Story of the Manson Murders,"Vincent Bugliosi, Curt Gentry",en-GB,EN-GB,4.0,92158,974
976,"Dr. Seuss's Green Eggs and Ham: For Soprano, Boy Soprano, and Orchestra","Robert Kapilow, Dr. Seuss",unknown,UNKNOWN,4.44,90574,975
977,Inferno (The Divine Comedy #1),"Dante Alighieri, Anthony M. Esolen",unknown,UNKNOWN,3.99,87511,976
978,"Shadow of Night (All Souls Trilogy, #2)",Deborah Harkness,eng,ENG,4.04,97925,977
979,Leaving Time,Jodi Picoult,eng,ENG,3.94,76553,978
980,"Moon Called (Mercy Thompson, #1)",Patricia Briggs,eng,ENG,4.18,129150,979
981,"Blue Bloods (Blue Bloods, #1)",Melissa de la Cruz,en-US,EN-US,3.68,116687,980
982,"The Alienist (Dr. Laszlo Kreizler, #1)",Caleb Carr,eng,ENG,4.05,96981,981
983,Between the World and Me,Ta-Nehisi Coates,eng,ENG,4.4,74218,982
984,Paradise Lost,"John Milton, John      Leonard",eng,ENG,3.8,96316,983
985,The Big Short: Inside the Doomsday Machine,Michael   Lewis,en-US,EN-US,4.26,37090,984
986,The Girl Who Loved Tom Gordon,Stephen King,unknown,UNKNOWN,3.56,95768,985
987,A Monster Calls,"Patrick Ness, Jim Kay, Siobhan Dowd",eng,ENG,4.36,104579,986
988,"Towers of Midnight (Wheel of Time, #13)","Robert Jordan, Brandon Sanderson",en-US,EN-US,4.42,91383,987
989,The Day of the Jackal,Frederick Forsyth,eng,ENG,4.25,85883,988
990,Rework,"Jason Fried, David Heinemeier Hansson",eng,ENG,3.93,88626,989
991,Attachments,Rainbow Rowell,eng,ENG,3.95,105414,990
992,"The Twilight Saga (Twilight, #1-4)","Stephenie Meyer, Ilyana Kadushin, Matt Walters",unknown,UNKNOWN,3.88,89204,991
993,Tell the Wolves I'm Home,Carol Rifka Brunt,eng,ENG,4.04,85582,992
994,"All Creatures Great and Small (All Creatures Great and Small, #1-2)",James Herriot,eng,ENG,4.31,64779,993
995,"The Unbecoming of Mara Dyer (Mara Dyer, #1)",Michelle Hodkin,eng,ENG,4.09,83847,994
996,"Three to Get Deadly (Stephanie Plum, #3)",Janet Evanovich,en-US,EN-US,4.14,113400,995
997,The Scarlet Pimpernel,Emmuska Orczy,eng,ENG,4.06,93217,996
998,The Monster at the End of this Book,"Jon Stone, Michael J. Smollin",eng,ENG,4.45,102184,997
999,"Tales of a Fourth Grade Nothing (Fudge, #1)",Judy Blume,eng,ENG,4.09,106435,998
1000,"Shadow and Bone (Shadow and Bone, #1)",Leigh Bardugo,eng,ENG,4.05,135225,999
1001,The Dinner,"Herman Koch, Sam Garrett",eng,ENG,3.22,74979,1000
1002,"Champion (Legend, #3)",Marie Lu,eng,ENG,4.37,114623,1001
1003,Contact,Carl Sagan,eng,ENG,4.11,90917,1002
1004,"Lola and the Boy Next Door (Anna and the French Kiss, #2)",Stephanie Perkins,en-US,EN-US,4.0,108370,1003
1005,White Teeth,Zadie Smith,en-US,EN-US,3.75,82474,1004
1006,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,"Chris Kyle, Scott McEwen, Jim DeFelice",eng,ENG,3.97,61422,1005
1007,My Horizontal Life: A Collection of One-Night Stands,Chelsea Handler,en-GB,EN-GB,3.79,83607,1006
1008,"The Power of Six (Lorien Legacies, #2)",Pittacus Lore,eng,ENG,4.17,97938,1007
1009,The Interestings,Meg Wolitzer,eng,ENG,3.54,76566,1008
